21253003	C0334979	jurista (excepto abogado o juez)
106305009	C0334980	profesor universitario Y/O de nivel terciario
45550002	C0334981	profesor en ciencias físicas (nivel terciario)
45966007	C0334982	profesor en ingeniería y arquitectura (nivel terciario)
27209002	C0334983	profesor en ciencias biológicas y médicas (nivel terciario)
46246004	C0334984	profesor en matemáticas (nivel terciario)
60630001	C0334985	profesor en comercio y economía (nivel terciario)
38234007	C0334986	profesor en leyes (nivel terciario)
3715003	C0334987	profesor en educación (nivel terciario)
9948003	C0334988	profesor en ciencias agrícolas (nivel terciario)
51295005	C0334989	profesor en historia, filosofía, sociología y ciencias sociales relacionadas (nivel terciario)
53614005	C0334990	profesor en lengua y literatura (nivel terciario)
53614005	C0334990	profesor en letras (nivel terciario)
37670002	C0334991	profesor en medicina, enfermería superior y estudios afines
85639005	C0334992	profesor en ciencias industriales (nivel terciario)
12974008	C0334993	otros profesores universitarios y de nivel terciario
89394000	C0334995	profesor de lengua y literatura (nivel secundario)
56259001	C0334996	profesor de matemáticas (nivel secundario)
28115006	C0334997	profesor de ciencias naturales (nivel secundario)
38734006	C0334998	profesor de ciencias sociales (nivel secundario)
75995009	C0334999	profesor de Bellas Artes (nivel secundario)
34849003	C0335000	profesor de comercio y secretariado (nivel secundario)
22412006	C0335001	profesor de ciencias agrícolas (nivel secundario)
48542007	C0335002	profesor de economía doméstica y cuidados generales (nivel secundario)
45951009	C0335003	profesor de educación técnica (nivel secundario)
47531001	C0335004	otro docente de educación secundaria
47531001	C0335004	otros profesores de educación secundaria
106307001	C0335005	maestro de educación primaria
158908001	C0335005	maestra de primaria
24990008	C0335005	maestro de nivel primario
24990008	C0335005	maestro de nivel primario (concepto no activo)
134131000	C0335005	Primary teacher NOS
72975007	C0335007	otro docente de educación primaria
72975007	C0335007	otros maestros de educación primaria
106308006	C0335008	maestro de educación preescolar
54074009	C0335008	maestra de jardín de infantes
134135009	C0335008	maestra de preprimaria
54074009	C0335008	maestra jardinera
134135009	C0335008	Pre-primary teacher NOS
65229001	C0335010	otro docente de educación preescolar
65229001	C0335010	otros maestros de educación preescolar
65229001	C0335010	otro docente de educación preprimaria
34718002	C0335011	profesor para ciegos
34718002	C0335011	profesor para discapacitados visuales
72335005	C0335012	profesor para sordos
